Recipient,DI_dest_orgtype,DI_dest_ngotype,DI_dest_deliverychannel,destinationObjects_Organization.id
Society for Human Rights and Prisoner's Aid,NGOs,National NGO,NGOs and CSOs,6391
Society for Humanitarian Solidarity,NGOs,National NGO,NGOs and CSOs,622
"Society for Skills, Trainings & Development",Other,,Other,3716
Society for Social & Technological Support,NGOs,Southern International NGO,NGOs and CSOs,7320
Society for Sustainable Development,Other,,Other,6450
"Society for the Advancement, Community, health, Education and Training",NGOs,,NGOs and CSOs,6386
Society of Physically Handicapped People,Other,,Other,3971
Socio-Economic Development and Human Rights Organization,NGOs,Local NGO,NGOs and CSOs,6780
Société Algérienne de Recherche en Psychologie,Academia/think/research,,NGOs and CSOs,3537
"Société Axis, Centre orthopédique d'Assomption",NGOs,,NGOs and CSOs,1898
"Société Générale de Solidarité, S.A.",Foundations,,NGOs and CSOs,4268
Société Kolping,NGOs,,NGOs and CSOs,6141
SODI - Solidaritätsdienst-International,NGOs,,NGOs and CSOs,3977
Soeurs missionnaires de la charite (Mere Teresa),Private individual/organisation,,NGOs and CSOs,1303
SOHDO,Other,,Other,4954
Solid House Foundation,NGOs,International NGO,NGOs and CSOs,1455
Solidar,NGOs,,NGOs and CSOs,1730
SOLIDAR INGO CONSORTIUM,NGOs,,NGOs and CSOs,1530
Solidar Suisse,NGOs,International NGO,NGOs and CSOs,775
Solidaridad Internacional,NGOs,International NGO,NGOs and CSOs,4734
Solidarites-Belgium,NGOs,,NGOs and CSOs,4549
Solidarites-France,NGOs,International NGO,NGOs and CSOs,5304
Solidarity for Afghan Families,NGOs,National NGO,NGOs and CSOs,2614
Solidarity Group of Jubbaland,NGOs,,NGOs and CSOs,680
Solidarity Now,NGOs,National NGO,NGOs and CSOs,5649
Solidarity Organization for Rehabilitation of Afghanistan,National government,,Public Sector,7030
Solidarität Dritte Welt,Foundations,,NGOs and CSOs,231
Solidarität mit Lateinamerika,NGOs,,NGOs and CSOs,73
Solidarité Féminine pour la Paix et le Développement Intégral,NGOs,National NGO,NGOs and CSOs,690
Solidarité Internationale pour l'Afrique,NGOs,,,6913
Solidarité laique,Undefined,,Other,2414
Solidarité Socialiste,NGOs,International NGO,NGOs and CSOs,2536
Solidarité Syndicale - Luxembourg,NGOs,,NGOs and CSOs,4626
"Solidarité, Urgence, Developpement",NGOs,,NGOs and CSOs,3584
Solidarités International,NGOs,International NGO,NGOs and CSOs,3230
Solidarités International (SI),NGOs,International NGO,NGOs and CSOs,NA
Solidarités International | Action Contre la Faim,NGOs,,,NA
Solidarmed,NGOs,International NGO,NGOs and CSOs,4918
Solo Enviro Beautification,NGOs,,NGOs and CSOs,832
Solomon Islands,National government,,Public Sector,8661
Solomon Islands Red Cross,Red Cross,,RCRC,1345
Solutions for Humanity International,NGOs,Southern International NGO,NGOs and CSOs,612
Somaction,NGOs,,NGOs and CSOs,5240
Somali Aid,,,,9653
Somali Aid Foundation,,,,3074
Somali Aid Foundations,NGOs,Local NGO,NGOs and CSOs,NA
Somali Community Concern,NGOs,National NGO,NGOs and CSOs,3382
Somali Community Development Foundation,NGOs,,NGOs and CSOs,4181
Somali Community Literacy Center,NGOs,,NGOs and CSOs,3396
Somali Development and Rehabilitation Organisation,NGOs,National NGO,NGOs and CSOs,3076
Somali Education and Health Organisation,NGOs,,NGOs and CSOs,2019
Somali Humanitarian Aid and Development Organization,NGOs,,NGOs and CSOs,683
Somali Humanitarian and Development Action,NGOs,Local NGO,NGOs and CSOs,6945
Somali Organic Agriculture Development Organization,NGOs,National NGO,NGOs and CSOs,2007
Somali Peace and Development Society,NGOs,Local/National NGO,NGOs and CSOs,3762
Somali Red Crescent Society,Red Cross,,RCRC,4298
Somali Relief and Development Action,NGOs,National NGO,NGOs and CSOs,3763
Somali Relief and Development Society,NGOs,,NGOs and CSOs,1137
Somali Transformation Group,NGOs,Local NGO,NGOs and CSOs,3947
Somali Women Development Centre,NGOs,National NGO,NGOs and CSOs,7627
Somali Young Doctors Association,NGOs,National NGO,NGOs and CSOs,4243
Somalia,National government,,Public Sector,8804
Somalia ERF (until 2012),CBPF,,UN Multi,8021
Somalia Humanitarian Fund,CBPF,,UN Multi,7655
Somalia Relive Centre,Other,,Other,688
Somalia Resilience Program,NGOs,International NGO,NGOs and CSOs,7483
SomaliAid,NGOs,National NGO,NGOs and CSOs,NA
Somaliland community development Organization,NGOs,,NGOs and CSOs,379
Somalischer Verein e.V.,Other,,Other,3086
Sonbola Group for Education and Development,NGOs,National NGO,NGOs and CSOs,8716
Soroptimist International,Private individual/organisation,,NGOs and CSOs,4810
Soroti Catholic Diocese Integrated Development Organisation,NGOs,,NGOs and CSOs,157
Sorouh for Sustainable Development Foundation,NGOs,National NGO,NGOs and CSOs,1209
Soryiat,Other,,Other,7508
SOS Children's Villages,NGOs,International NGO,NGOs and CSOs,3468
SOS Faim,NGOs,,NGOs and CSOs,3595
SOS Futures Maman,NGOs,,NGOs and CSOs,1627
SOS Kinderdorf,NGOs,International NGO,NGOs and CSOs,2496
SOS Kinderdorpen,NGOs,International NGO,NGOs and CSOs,3603
SOS Malta,NGOs,,NGOs and CSOs,3520
SOS Sahel Ethiopia,NGOs,Internationally affiliated NGO,NGOs and CSOs,8856
SOS Sahel International,NGOs,International NGO,NGOs and CSOs,3610
SOS Sahel Sudan,NGOs,Internationally affiliated NGO,NGOs and CSOs,6750
SOS Villages d'Enfants,NGOs,International NGO,NGOs and CSOs,3591
SOS-Barnbyar Sweden,NGOs,,NGOs and CSOs,8504
Soul for Development,NGOs,National NGO,NGOs and CSOs,3300
Soul of Haiti,NGOs,,NGOs and CSOs,3710
South Africa,National government,,Public Sector,3015
South African Red Cross Society,Red Cross,,RCRC,1889
South Darfur Net for HIV/AIDS Campaign,Undefined,,Other,5925
South Pacific Applied Geoscience Commission,Other multi,,Other multi,5279
South Sudan Development Agency,NGOs,International NGO,NGOs and CSOs,1077
South Sudan ERF (until 2014),CBPF,,UN Multi,8022
South Sudan Grassroot Initiative for Development,NGOs,National NGO,NGOs and CSOs,1006
South Sudan Humanitarian Fund,CBPF,,UN Multi,7656
South Sudan Law Society,Private individual/organisation,,NGOs and CSOs,4526
South Sudan NGO Forum,,,,7909
South Sudanese Development Organization,NGOs,,NGOs and CSOs,2894
South-North Sharing Campaign for Peace and Reunification,NGOs,,NGOs and CSOs,3352
Southern African Development Community,Other multi,,Other multi,4728
Southern Aid,NGOs,Southern International NGO,NGOs and CSOs,6619
Southern Alliance for Indigenous Resources,NGOs,,NGOs and CSOs,2342
Sovereign Military Order of Malta,NGOs,,NGOs and CSOs,1498
Space of Peace,NGOs,,,9506
Spain,DAC governments,,Public Sector,5319
Spanish Agency for International Development Cooperation (AECID),DAC governments,,Public Sector,11795
Spanish Association for Humanitarian Medicine,Private individual/organisation,,NGOs and CSOs,356
Spanish Red Cross,Red Cross,,RCRC,8424
Spanish Religious Organizations,Private individual/organisation,,NGOs and CSOs,4087
SPARK,NGOs,International NGO,NGOs and CSOs,7178
SPDS,NGOs,,NGOs and CSOs,NA
Special Representative of the Secretary-General,UN Multi,,UN Multi,2020
Specially Designated Contributions (OCHA),UN Multi,,UN Multi,635
Spectrum - Sustainable Development Knowledge Network,NGOs,National NGO,NGOs and CSOs,10292
Spedition TBSG Bremen,Private sector corporations,,Other,2360
SPHERE,Academia/think/research,,NGOs and CSOs,4952
Sports and Cooperation Network,NGOs,,NGOs and CSOs,344
Sr. Elfride Jagers-berger,Private individual/organisation,,NGOs and CSOs,71
Sr. Hildegard Litzlhammer,Private individual/organisation,,NGOs and CSOs,3202
Sri Lanka,National government,,Public Sector,2733
Sri Lanka Red Cross Society,Red Cross,,RCRC,1278
Sri Lankan Merciful,Undefined,,Other,7484
SSA Marine,Private sector corporations,,Other,4891
SSB,Other,,Other,3523
SST,Other,,Other,2854
St John Ambulance PNG,NGOs,,,NA
St. Andrew's Refugee Services,NGOs,National NGO,NGOs and CSOs,12067
St. Boniface Haiti Foundation,Foundations,,NGOs and CSOs,26
St. Damien Hospital,Other,,Other,2130
St. John Ambulance PNG,NGOs,National NGO,NGOs and CSOs,11549
St. John Eye Hospital,Private individual/organisation,,NGOs and CSOs,6382
St. Josephs Care and Support Trust at Sizanani Village,NGOs,,NGOs and CSOs,4610
Stability Pact,EC,,Public Sector,3574
Standard Action Liaison Focus,NGOs,Local/National NGO,NGOs and CSOs,4698
Standard Alliance,NGOs,,NGOs and CSOs,8114
StanisÁ…‚awa BieÁ…„czak Child Support Foundation (Fundacja Pomocy Dzieciom im. StanisÁ…‚awy BieÁ…„czak),NGOs,Local NGO,NGOs and CSOs,NA
StanisŠ‚awa BieŠ„czak Child Support Foundation (Fundacja Pomocy Dzieciom im. StanisŠ‚awy BieŠ„czak),NGOs,,,NA
Star of Hope,Other,,Other,25
STARH Project,Other,,Other,4518
Start Fund,NGOs,International NGO,NGOs and CSOs,NA
Start Network,NGOs,,,850
Start Point,NGOs,Southern International NGO,NGOs and CSOs,8862
State Development Organization,NGOs,National NGO,NGOs and CSOs,6432
Statens Forurensningstilsyn,DAC governments,,Public Sector,1395
"Stavanger kommune,",Other,,Other,2376
"Stavanger kommune, Litteraturfestivalen Kapittel06",Other,,Other,NA
"Stavanger kommune, Sølvberget KF Bibl.og kul",Other,,Other,1440
STC SW,Other,,Other,5833
STC-NOR,NGOs,,NGOs and CSOs,446
STCH,Other,,Other,1479
"Steenfeldt-Foss, O. W.",Other,,Other,4379
STEP Afghanistan,Other,,Other,3419
Steps International,Other,,Other,1755
Sterling Export Corp,Private sector corporations,,Other,1751
Stichting CARE Nederland,NGOs,International NGO,NGOs and CSOs,NA
Stichting Cordaid,NGOs,International NGO,NGOs and CSOs,NA
Stichting Vluchteling,Foundations,,NGOs and CSOs,2988
Stichting War Child,NGOs,International NGO,NGOs and CSOs,NA
Stichting World Federalist Movement,Other,,Other,3750
Stichting ZOA,NGOs,International NGO,NGOs and CSOs,NA
"Stiftelsen barn og krig, Children and War",Private sector corporations,,Other,5782
Stiftelsen for en kritisk og uavhengig presse,Foundations,,NGOs and CSOs,3751
Stiftelsen Litteraturhuset,Private individual/organisation,,NGOs and CSOs,7605
Stiftelsen Menneskeret.Huset,Other,,Other,1435
Stiftelsen Oljeberget,Foundations,,NGOs and CSOs,3142
Stiftung des deutschen Instituts für Katastrophenmedizin,Foundations,,NGOs and CSOs,459
Stiftung Deutsche Welthungerhilfe,Foundations,,NGOs and CSOs,NA
Stiftung KARIBU Kinderhilfe,NGOs,International NGO,NGOs and CSOs,991
Stiftung Kasipiti,Foundations,,NGOs and CSOs,2250
Stiftung St. Barbara,Foundations,,NGOs and CSOs,2294
Stockholm International Peace Research Institute,Academia/think/research,,NGOs and CSOs,6364
Stonepath Logistics,Private sector corporations,,Other,3547
Stop Poverty Communal Initiative,NGOs,Undefined NGO,NGOs and CSOs,8140
Street Child Organization,NGOs,International NGO,NGOs and CSOs,8180
Street Children Aid,NGOs,National NGO,NGOs and CSOs,602
Strengthening Participatory Organization,Private individual/organisation,,NGOs and CSOs,4580
Stromme Foundation,Foundations,,NGOs and CSOs,3822
Strømmestiftelsen - UD-tilskudd,Other,,Other,1521
Studentenes og Akademikernes Internasjonale Hjelpefond,Other,,Other,5810
Sub-Saharan International Development Organization,Other,,Other,3905
Subul Al Salam Social Association,NGOs,Local NGO,NGOs and CSOs,10266
Success Initiatives Inc.,Undefined,,Other,353
Sudan,National government,,Public Sector,94
Sudan Aid,NGOs,,NGOs and CSOs,1491
Sudan ERF,CBPF,,UN Multi,8123
Sudan Evangelical Mission,NGOs,National NGO,NGOs and CSOs,8940
Sudan Humanitarian Fund,CBPF,,UN Multi,7771
Sudan Integrated Mine Action Service,NGOs,,NGOs and CSOs,2758
Sudan Medical Care,NGOs,National NGO,NGOs and CSOs,6756
Sudan Open Learning Organisation,NGOs,,NGOs and CSOs,5324
Sudan Social Development Organization,NGOs,,NGOs and CSOs,2306
Sudanese Development Call Organization,NGOs,National NGO,NGOs and CSOs,2000
Sudanese Development Relief Agency,Private individual/organisation,,NGOs and CSOs,6580
Sudanese Organization for Relief and Recovery,NGOs,National NGO,NGOs and CSOs,6517
Sudanese Organization for Relief and Recovery (formerly Sudanese Organization for Rehabilitation and Construction),NGOs,National NGO,NGOs and CSOs,NA
Sudanese Red Crescent,Red Cross,,RCRC,2359
Sudanese Women's General Union,NGOs,,NGOs and CSOs,2363
SUKS - Schweizerisches Unterstützungskomitee für die Sahraouis,Other,,Other,4760
Sungi Development Foundation,Foundations,,NGOs and CSOs,5780
"Sunnaas sykehus HF, Forskningsavdelingen",Academia/think/research,,NGOs and CSOs,2115
Superación Personal a través de la Tecnología,NGOs,National NGO,NGOs and CSOs,10183
Supply Chain Management System,Private sector corporations,,Other,581
Support Agency for Rural & Human Association's Development,NGOs,,NGOs and CSOs,5055
Support Agency for Rural and Human Associationâ€™s Development,NGOs,,,NA
Support Agency for Rural and Human Association’s Development,NGOs,,NGOs and CSOs,NA
Support for Peace and Education Development Program,NGOs,National NGO,NGOs and CSOs,910
Support the Empowerment of Women and their Rights for Development,NGOs,Local NGO,NGOs and CSOs,9711
Support to Life,NGOs,National NGO,NGOs and CSOs,2300
SurfAid,NGOs,,NGOs and CSOs,3945
Suriname,National government,,Public Sector,1629
Suriname Red Cross,Red Cross,,RCRC,3926
Survey Action Center,Other,,Other,2511
Survivor Corps,NGOs,,NGOs and CSOs,4968
Sustainable Action Group,NGOs,National NGO,NGOs and CSOs,1880
Sustainable Development and Peace Building Initiatives,NGOs,National NGO,NGOs and CSOs,6617
Sustainable Development Foundation,Academia/think/research,,NGOs and CSOs,260
Sustainable Heath Development Centre,Other,,Other,3726
Sustainable International Medical Relief Organization,NGOs,Southern International NGO,NGOs and CSOs,7552
Suvannimit Foundation,Foundations,,NGOs and CSOs,518
Suwannimit Foundation,Foundations,,NGOs and CSOs,337
Svenska Missionsradet,NGOs,International NGO,NGOs and CSOs,3365
Swaziland,National government,,Public Sector,95
Sweden,DAC governments,,Public Sector,2921
Swedish Alliance Mission,NGOs,,NGOs and CSOs,4636
Swedish and Norwegian Ecumenical Accompaniment Programme in Palestine and Israel,NGOs,International NGO,NGOs and CSOs,1996
Swedish Christian Council,NGOs,,NGOs and CSOs,1509
Swedish Civil Contingencies Agency (MSB),DAC governments,,Public Sector,2884
Swedish Committee for Afghanistan,NGOs,,NGOs and CSOs,4752
Swedish Convenant Church,Private individual/organisation,,NGOs and CSOs,2844
Swedish Cooperative Centre,NGOs,,NGOs and CSOs,NA
Swedish Covenant Mission,NGOs,,NGOs and CSOs,4054
Swedish Ecumenical Accompaniment Programme in Palestine and Israel,Other,,Other,3886
Swedish Free Mission,Private individual/organisation,,NGOs and CSOs,4805
Swedish Groups of Africa,NGOs,,NGOs and CSOs,4691
Swedish Lutheran Aid,NGOs,,NGOs and CSOs,3364
Swedish Mission Council,NGOs,International NGO,NGOs and CSOs,4345
Swedish Mission Council | PMU-Interlife,NGOs,International NGO,NGOs and CSOs,NA
Swedish Missionary Association,Private individual/organisation,,NGOs and CSOs,3201
Swedish Red Cross,Red Cross,,RCRC,5310
Swedish Refugee Aid,NGOs,,NGOs and CSOs,2440
Swedish Tibetan Society for School & Culture,Private individual/organisation,,NGOs and CSOs,4527
Sweet Mickey Foundation,Foundations,,NGOs and CSOs,3848
SWEFOR - Swedish Fellowship of Reconciliation,Private individual/organisation,,NGOs and CSOs,4726
SWIFT - Society for Worldwide Interbank Financial Telecommunication,Private sector corporations,,Other,1825
"Swift Creative, Inc.",Private sector corporations,,Other,5274
SWIFT RONCO,Private sector corporations,,Other,2213
Swiss Academy of Development,Academia/think/research,,NGOs and CSOs,5321
Swiss AIDS Care International,NGOs,International NGO,NGOs and CSOs,1299
Swiss Campaign to Ban Landmines,NGOs,,NGOs and CSOs,4999
Swiss Centre for International Health,NGOs,,NGOs and CSOs,3457
Swiss Development Cooperation/Swiss Humanitarian Aid,DAC governments,,Public Sector,2646
Swiss Disaster Relief Unit,DAC governments,,Public Sector,2926
Swiss Foundation for Mine Action,NGOs,International NGO,NGOs and CSOs,133
Swiss Foundation for Mine Action / Organisation for Security and Cooperation in Europe,Other,,Other,NA
Swiss Red Cross,Red Cross,,RCRC,2477
Swiss Refugee Council / Schweizerische Flüchtlingshilfe,NGOs,,,11963
Swiss Rotary Club,NGOs,,NGOs and CSOs,2357
Swiss Solidarity,Foundations,,NGOs and CSOs,2400
SWISSAID,NGOs,,NGOs and CSOs,4223
Swisscontact,Foundations,,NGOs and CSOs,5318
SwissCor,Other,,Other,4035
SwissLimbs,NGOs,International NGO,NGOs and CSOs,10291
SWISSO - Kalmo,NGOs,International NGO,NGOs and CSOs,6620
Swisspeace,Academia/think/research,,NGOs and CSOs,3564
Switzerland,DAC governments,,Public Sector,2924
Syaj Charity Organization,NGOs,Local/National NGO,NGOs and CSOs,8903
Synaps information Agency,Private sector corporations,,,10837
Synergie pour la lutte antimines,NGOs,Local NGO,NGOs and CSOs,11202
Syria Al Yamama Charity Association (SYCA),NGOs,National NGO,NGOs and CSOs,10360
Syria Civil Defence,NGOs,National NGO,NGOs and CSOs,8283
Syria Cross-border Humanitarian Fund,CBPF,,UN Multi,8125
Syria Relief,NGOs,International NGO,NGOs and CSOs,7287
Syria Relief and Development,NGOs,International NGO,NGOs and CSOs,7608
Syria Relief and Development Organization (Sosyal Refah DerneÄŸÄ±),NGOs,,,NA
Syria Relief Network,NGOs,Southern International NGO,NGOs and CSOs,7861
"Syria Resilience Consortium (CARE, DRC, HI, IRC, NRC & Mercy Corps)",EC,,Public Sector,10254
Syria Sanad,NGOs,,NGOs and CSOs,7610
Syria Trust for Development,NGOs,National NGO,NGOs and CSOs,6741
Syrian American Medical Society Foundation,NGOs,International NGO,NGOs and CSOs,7862
Syrian Arab Red Crescent,Red Cross,,RCRC,2795
Syrian Arab Republic,National government,,Public Sector,2516
Syrian Arab Republic Humanitarian Fund,CBPF,,UN Multi,8124
Syrian Association for Relief and Development,NGOs,National NGO,NGOs and CSOs,9523
Syrian Engineers for Construction and Development,NGOs,,,7335
Syrian Expatriates Medical Association,NGOs,Southern International NGO,NGOs and CSOs,7864
Syrian Humanitarian Institute for National Empowerment,NGOs,,,7454
