id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
562,74515,2001,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Two mobile health stations with doctors and medicine to provide refugees and IDPs form Chechnya with medical care,,,2001-04-02T00:00:00Z,Standard,Humanitarian aid,TRUE,81295,EUR,Traditional aid,,commitment,2001-04-04T00:00:00Z,1,incoming,single,RUS 07/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,184,Russian Federation,single,,,,4312,Hammer Forum e.V,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,12,Caucasus (Northern) 1999 - 2002,single,,,,,Primary; Primary,Pan-American Health Organization (World Health Organization); European Commission,Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5620,45279,2001,,financial,2001-10-12T00:00:00Z,2001-10-05T00:00:00Z,2001-10-05T00:00:00Z,To establish and support a secretariat to the increased cooperation and coordination between international NGOs and subsequently improve their service delivery to people of Macedonia,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,30790,GBP,Traditional aid,,commitment,2001-10-12T00:00:00Z,1,incoming,single,R1424,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,4395,British Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,European Commission; International Federation of Red Cross and Red Crescent Societies,Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5621,824176,2001,,financial,2001-10-12T00:00:00Z,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,Humanitarian assistance,,,2001-10-11T00:00:00Z,Standard,,TRUE,1500000,SGD,Traditional aid,,commitment,2002-04-15T00:00:00Z,1,outgoing,single,,201,Singapore,single,,,,92,"Singapore, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,2173,Singapore Red Cross Society,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,"Office for the Coordination of Humanitarian Affairs; Germany, Government of",Other; Other,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5622,68930,2001,,financial,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,Procurement of medical items and adult diapers for a hospital and needy beneficiries,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,75065,EUR,Traditional aid,,commitment,2001-10-12T00:00:00Z,1,incoming,single,GF 07 321.50 YUG 39/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,173,Malteser International Order of Malta World Relief,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,Food & Agriculture Organization of the United Nations,NA,2001-10-12T00:00:00.000Z
5623,49533,2001,,financial,2001-10-12T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,Emergency relief assistance,,,2001-10-11T00:00:00Z,Standard,Humanitarian aid,TRUE,530000,SEK,Traditional aid,,commitment,2001-10-12T00:00:00Z,1,incoming,single,2000-5070,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,19,Bangladesh,single,,,,4054,Swedish Covenant Mission,single,NGOs,National NGOs/CSOs,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,Food & Agriculture Organization of the United Nations,NA,2001-10-12T00:00:00.000Z
5624,200000,2001,,financial,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,Multisector assistance and coordination,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,incoming,single,,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,,NA,48,Southeastern Europe 2001,single,,,,NA,433,Multi-sectoral assistance,single,,,,SEE/FYROM/UNDP-01-1/N27,NA,10,Southeastern Europe 2000 - 2002,single,,,,NA,Primary,Food & Agriculture Organization of the United Nations,NA,2001-10-12T00:00:00.000Z
5625,300000,2001,,financial,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,Multi-sector assistance and coordination,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,incoming,single,,,,,,,,2176,Council of Europe Development Bank,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,,NA,48,Southeastern Europe 2001,single,,,,NA,433,Multi-sectoral assistance,single,,,,SEE/FYROM/UNDP-01-1/N27,NA,10,Southeastern Europe 2000 - 2002,single,,,,NA,Primary,United Nations High Commissioner for Refugees,NA,2001-10-12T00:00:00.000Z
5626,275482,1996,,financial,2001-10-12T00:00:00Z,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,"Cash - EUR 300,000 for potable water, foodstuff, shelter, fuel, reconstruction of houses (Belize)",,,2001-10-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,incoming,single,,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,8498,Pan-American Health Organization (World Health Organization),single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary; Primary,"Canada, Government of; International Federation of Red Cross and Red Crescent Societies",NA; NA,2001-10-12T00:00:00.000Z; 2001-10-12T00:00:00.000Z
5627,183654,,,financial,2001-10-12T00:00:00Z,2001-10-11T00:00:00Z,2001-10-11T00:00:00Z,"Cash - EUR 200,000 for potable water, foodstuff, shelter, fuel, reconstruction of houses (Belize)",,,2001-10-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-10-12T00:00:00Z,1,incoming,single,,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,United Nations Population Fund,NA,2001-10-16T00:00:00.000Z
5628,46950,2001,,financial,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,"Cash - EUR 51,129 for food and boats",,,2001-10-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-10-18T00:00:00Z,1,incoming,single,,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,243,Viet Nam,single,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,98,VIET NAM - Floods - September 2001,single,,,,,Primary,"Germany, Government of",NA,2001-10-15T00:00:00.000Z
5629,200000,2001,,financial,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,Assistance to household food security-livestock sector in the war-affected areas of southern Sudan and the transition zone,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-14T00:00:00Z,1,incoming,single,,167,Norway,single,,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,212,Sudan,single,,,,4399,Food & Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,46,Sudan 2001,single,,,,NA,367,Household food security: livestock component,single,,,,SUD-01-1/N05,NA,,,,,,,,Primary,"Netherlands, Government of",NA,2001-10-12T00:00:00.000Z
5630,130862,2001,,financial,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,Assistance to household food security-coordination of agriculture and fisheries activities in war-affected areas of southern Sudan,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-14T00:00:00Z,1,incoming,single,,167,Norway,single,,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,212,Sudan,single,,,,4399,Food & Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,46,Sudan 2001,single,,,,NA,368,Household food security: coordination,single,,,,SUD-01-1/N06,NA,,,,,,,,Primary,"Norway, Government of",NA,2001-10-15T00:00:00.000Z
5631,200000,2002,,financial,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,"Emergency assistance to IDPs and drought-affected populations in Kordofan, Darfur and Red Sea Hills",,,2001-10-12T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-14T00:00:00Z,1,incoming,single,,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,212,Sudan,single,,,,4399,Food & Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,46,Sudan 2001,single,,,,NA,418,Household food security:  humanitarian assistance to drought-affected areas of Sudan (agricultural and livestock inputs supplies),single,,,,SUD-01-1/N40,NA,,,,,,,,Primary,"Japan, Government of",NA,2001-10-15T00:00:00.000Z
5632,96772,2001,,financial,2001-10-14T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,In kind - Materials to the contingency plan of UNHCR,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2002-11-11T00:00:00Z,1,outgoing,single,,46,China,single,,,,2976,"China, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,1,Afghanistan,single,,,,4397,United Nations High Commissioner for Refugees,single,Multilateral Organizations,UN Agencies,International Actors,23,2002,single,,,,NA,NA,NA,92,Afghanistan 2002 (ITAP for the Afghan People),single,,,,NA,2090,Voluntary Repatriation Assistance to Afghan refugees from Iran and solutions-oriented assistance to Afghan refugees in Iran,single,,,,apts741,NA,,,,,,,,Primary,"Canada, Government of",NA,2001-10-12T00:00:00.000Z
5633,63291,2001,,financial,2001-10-16T00:00:00Z,2001-10-12T00:00:00Z,2001-10-12T00:00:00Z,"Logistics and operational support, water and sanitation, shelter and household items",,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,1e+05,CAD,Traditional aid,,paid,2001-10-16T00:00:00Z,1,incoming,single,,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"Canada, Government of",NA,2001-10-12T00:00:00.000Z
5634,50000,2001,,financial,2001-10-16T00:00:00Z,2001-10-16T00:00:00Z,2001-10-16T00:00:00Z,Reproductive health care services (GUINEA),,,2001-10-16T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-10-16T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,4293,United Nations Population Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,,NA,52,West Africa 2001,single,,,,NA,589,Reproductive Health Care Services,single,,,,WA/GUI-01-1/N33,NA,9,West Africa 2001-2002,single,,,,NA,Primary,European Commission,NA,2001-10-15T00:00:00.000Z
5635,30087,2001,,financial,2001-10-16T00:00:00Z,2001-10-15T00:00:00Z,2001-10-15T00:00:00Z,Procurement of food and heating material for 450 inhabitants of collective centers,,,2001-10-15T00:00:00Z,Standard,Humanitarian aid,TRUE,32765,EUR,Traditional aid,,commitment,2001-10-16T00:00:00Z,1,incoming,single,GF 07 321.50 BIH 31/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,2185,Pax Christi e.V,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2001-10-16T00:00:00.000Z
5636,215957,2001,,financial,2001-10-16T00:00:00Z,2001-10-03T00:00:00Z,2001-10-03T00:00:00Z,To provide psychotherapy and psychosocial care to women and children who are traumatised by the war,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,518296,NLG,Traditional aid,,commitment,2001-10-16T00:00:00Z,1,incoming,single,BA005607,157,Netherlands,single,,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,3356,International Association for Maternal and Neonatal Health,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2001-10-16T00:00:00.000Z
5637,226757,2001,,financial,2001-10-16T00:00:00Z,2001-10-15T00:00:00Z,2001-10-15T00:00:00Z,"In kind - purchase and transportation to Luanda of ""BP5"" compact food and ""BP 100"" medic food towards the Project ""Nutrition Rehabilitation for Malnourished Children, Adolescents and Adults in Angola"".",,,2001-10-15T00:00:00Z,Standard,Humanitarian aid,TRUE,2e+06,NOK,Traditional aid,,commitment,2017-11-21T00:38:18.732Z,1,incoming,single,,167,Norway,single,,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,9,Nutrition,single,,,,7,Angola,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,United Nations Population Fund,NA,2001-10-16T00:00:00.000Z
5638,91667,2001,,in kind,2001-10-16T00:00:00Z,2001-10-15T00:00:00Z,2001-10-15T00:00:00Z,In kind - tents and blankets,,,2001-10-15T00:00:00Z,Standard,Humanitarian aid,TRUE,1.1e+07,JPY,Traditional aid,,paid,2001-10-16T00:00:00Z,1,incoming,single,,112,Japan,single,,,,4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,,,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,99,CARIBBEAN - Tropical Storm Iris - October 2001,single,,,,,Primary,"United Kingdom, Government of",NA,2001-10-16T00:00:00.000Z
5639,949367,2001,,financial,2001-10-16T00:00:00Z,2001-10-02T00:00:00Z,2001-10-02T00:00:00Z,Humanitarian assistance,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,1500000,CAD,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,M-010971,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,2907,Canadian Red Cross Society,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"United Kingdom, Government of",NA,2001-10-16T00:00:00.000Z
5640,316456,2001,,financial,2001-10-16T00:00:00Z,2001-10-02T00:00:00Z,2001-10-02T00:00:00Z,Household items,,,2001-10-12T00:00:00Z,Standard,Humanitarian aid,TRUE,5e+05,CAD,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,M-010973,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,1,Afghanistan,single,,,,8580,CARE Canada,single,NGOs,International NGOs,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"United Kingdom, Government of",NA,2001-10-16T00:00:00.000Z
5641,1377410,2001,,financial,2001-10-16T00:00:00Z,2001-10-02T00:00:00Z,2001-10-02T00:00:00Z,Provide emergency medical assistance to Afghan population,,,2001-10-15T00:00:00Z,Standard,Humanitarian aid,TRUE,1500000,EUR,Traditional aid,,commitment,2002-03-18T00:00:00Z,1,outgoing,single,ECHO/AFG/210/2001/02000,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,1,Afghanistan,single,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"United Kingdom, Government of",NA,2001-10-16T00:00:00.000Z
5642,775709,2001,,financial,2001-10-16T00:00:00Z,2001-10-10T00:00:00Z,2001-10-10T00:00:00Z,Provision of food for detainees,,,2001-10-16T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,1652260,DEM,Traditional aid,,commitment,2001-10-16T00:00:00Z,1,incoming,single,PN 2001.3870.1,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,,,,,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,,Primary,"United Kingdom, Government of",NA,2001-10-16T00:00:00.000Z
5643,11019,2001,,financial,2001-10-16T00:00:00Z,2001-10-15T00:00:00Z,2001-10-15T00:00:00Z,Provide medical care for Afghan refugees in Dushanbe,,,2001-10-16T00:00:00Z,Standard,Humanitarian aid,TRUE,12000,EUR,Traditional aid,,commitment,2002-03-27T00:00:00Z,1,outgoing,single,GF 07 321.50 TJK 01/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,1,Afghanistan,single,,,,2186,Action Medeor,single,NGOs,International NGOs,International Actors,23,2002,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"United Kingdom, Government of",NA,2001-10-16T00:00:00.000Z
5644,100000,2001,,financial,2001-10-16T00:00:00Z,2001-10-16T00:00:00Z,2001-10-16T00:00:00Z,Improving access and availability of reproductive health services and information for IDPs in Gulu,,,2001-10-16T00:00:00Z,Standard,Humanitarian aid,TRUE,12000,EUR,Traditional aid,,paid,2001-10-16T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,233,Uganda,single,,,,4293,United Nations Population Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,44,Uganda 2001,single,,,,NA,277,Improving access and availability of reproductive health services and information for IDPs in Gulu,single,,,,UGA-01-1/N18,NA,,,,,,,,Primary,"United Kingdom, Government of",NA,2001-10-16T00:00:00.000Z
