id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code,destinationObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes
18061,35629,2003,,financial,2004-01-16T00:00:00Z,2003-12-01T00:00:00Z,2003-12-01T00:00:00Z,Distribution of 6 UNDAC-mission kits to ESB,,,2004-01-06T00:00:00Z,Standard,Humanitarian aid,TRUE,30000,EUR,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18062,22241,2003,,financial,2004-01-16T00:00:00Z,2003-11-25T00:00:00Z,2003-11-25T00:00:00Z,Travel and assignment costs for German UNDAC team members,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,18949,EUR,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18063,30342,2003,,financial,2004-01-16T00:00:00Z,2003-05-10T00:00:00Z,2003-05-10T00:00:00Z,To Bundesanstalt für Materialforschungund - prüfung- Reliability proof of metal detectors,,0.911014,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,27642,EUR,Traditional aid,,commitment,2011-04-05T16:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,15,Protection - Mine Action,single,,,,,,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18064,111502,2003,,financial,2004-01-16T00:00:00Z,2003-11-13T00:00:00Z,2003-11-13T00:00:00Z,Provision of emergency food aid for 826 families,,,2003-12-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,95000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,2920,Arbeiter-Samariter-Bund Deutschland e.V,single,NGO,24,2003,single,,,81,Gambia,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18065,571429,2003,,financial,2004-01-16T00:00:00Z,2003-10-13T00:00:00Z,2003-10-13T00:00:00Z,International protection and assistance activities,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,500000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,82,Georgia,single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18066,542299,2003,,financial,2004-01-16T00:00:00Z,2003-09-24T00:00:00Z,2003-09-24T00:00:00Z,"Health assistance to non-camp based refugees in the Islamic Republic of Iran, including medical referral units and other health facilities",,,2003-12-10T00:00:00Z,Standard,Humanitarian aid,TRUE,500000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,105,"Iran, Islamic Republic of",single,,,,,,,,,,,,,,,,,,,,,,,,,,
18067,571429,2003,,financial,2004-01-16T00:00:00Z,2003-10-15T00:00:00Z,2003-10-15T00:00:00Z,Protection and assistance for Afghan refugees,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,500000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,169,Pakistan,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18068,457143,2003,,financial,2004-01-16T00:00:00Z,2003-07-02T00:00:00Z,2003-07-02T00:00:00Z,Rebuilding of schools for girls,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,400000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,2,Early Recovery,single,,2987,Deutsche Gesellschaft für Internationale Zusammenarbeit,single,Private organization/foundation,24,2003,single,,,105,"Iran, Islamic Republic of",single,,,International organization/foundation/individual,,,,,,,,,,,,,,,,,,,,,,,
18069,172460,2003,,financial,2004-01-16T00:00:00Z,2003-11-13T00:00:00Z,2003-11-13T00:00:00Z,Platform for Internationally Coordinated Action for Effective Early Warning to Reduce Disasters,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,146936,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,3582,UN Office for Disaster Risk Reduction,single,UN agency,24,2003,single,,,83,Germany,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18070,44479,2003,,financial,2004-01-16T00:00:00Z,2003-09-25T00:00:00Z,2003-09-25T00:00:00Z,UNHCR - workshop on emergency management,,,2003-12-11T00:00:00Z,Standard,Humanitarian aid,TRUE,41010,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,83,Germany,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18071,457143,2003,,financial,2004-01-16T00:00:00Z,2003-07-09T00:00:00Z,2003-07-09T00:00:00Z,Food aid,,,2003-12-17T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,400000,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,2987,Deutsche Gesellschaft für Internationale Zusammenarbeit,single,Private organization/foundation,24,2003,single,,,121,Kyrgyzstan,single,,,International organization/foundation/individual,,,,,,,,,,,,,,,,,,,,,,,
18072,146600,2003,,financial,2004-01-16T00:00:00Z,2003-10-22T00:00:00Z,2003-10-22T00:00:00Z,Food supply to ethnic Kurdish IDPs and ethnic Kurdish refugees who fled from Iran,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,128275,EUR,Traditional aid,,commitment,2004-01-16T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4411,Internationaler Verein für Frieden und Gerechtigkeit - Pro Humanitate e.V. Köln,single,NGO,24,2003,single,,,229,Turkey,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18073,646355,2003,,financial,2004-01-19T00:00:00Z,2003-05-09T00:00:00Z,2003-05-09T00:00:00Z,Sustainable and improved living conditions for refugees and local population through development of agriculture and support to farmers,,,2004-01-19T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,588829,EUR,Traditional aid,,commitment,2017-11-21T00:37:59.635Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26512,Agriculture,single,,4695,Adventist Development and Relief Agency,single,NGO,24,2003,single,,,233,Uganda,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18074,1270404,2003,,financial,2004-01-19T00:00:00Z,2003-04-28T00:00:00Z,2003-04-28T00:00:00Z,"Rehabilitation of infrastructure, capacity building",,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,1180205,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,2,Early Recovery,single,,5298,Danish Refugee Council,single,NGO,24,2003,single,,,210,Sri Lanka,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18075,38560,2003,,financial,2004-01-19T00:00:00Z,2003-05-08T00:00:00Z,2003-05-08T00:00:00Z,Small pox vaccine to relief workers in Turkey,,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,35128,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,2527,EADRCC - Euro-Atlantic Disaster Response Coord.Centre,single,Inter-governmental,24,2003,single,,,229,Turkey,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18076,2375297,2003,,financial,2004-01-19T00:00:00Z,2003-12-11T00:00:00Z,2003-12-11T00:00:00Z,Humanitarian aid in favour of the people of Sri Lanka affected by mines,,0.842,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,2000000,EUR,Traditional aid,,pledge,2005-06-30T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,8418; 8417,NGOs; UN Agencies,shared; shared,NGO; UN agency,24,2003,single,,,210,Sri Lanka,single,,,National; NULL,,,,,,,,,,,,,,,,,,,,,,,
18077,2125891,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian aid,,,2003-12-29T00:00:00Z,Standard,Humanitarian aid,TRUE,1790000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4319,NGOs (details not yet provided),single,NGO,24,2003,single,,,222,Thailand,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18078,2375297,2003,,financial,2004-01-19T00:00:00Z,2003-12-11T00:00:00Z,2003-12-11T00:00:00Z,Humanitarian aid in favour of the people in Nepal affected by the conflict,,0.842,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,2000000,EUR,Traditional aid,,commitment,2011-04-26T17:07:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,,,,,24,2003,single,,,156,Nepal,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18079,2375297,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian aid in favour of the vulnerable people of Cambodia,,0.84,2003-12-24T00:00:00Z,Standard,Humanitarian aid,TRUE,2000000,EUR,Traditional aid,,pledge,2005-06-30T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,8419; 8418; 8417,Red Cross Organizations; NGOs; UN Agencies,shared; shared; shared,Red Cross/Red Crescent; NGO; UN agency,24,2003,single,,,38,Cambodia,single,,,National Society; National; NULL,,,,,,,,,,,,,,,,,,,,,,,
18080,593824,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian aid in favour of the displaced people of Mindanao island affected by civil conflict,,,2003-12-24T00:00:00Z,Standard,Humanitarian aid,TRUE,500000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4319,NGOs (details not yet provided),single,NGO,24,2003,single,,,176,Philippines,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18081,2375297,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian assistance to vulnerable populations in Myanmar/Burma,,0.842,2004-01-12T00:00:00Z,Standard,Humanitarian aid,TRUE,2000000,EUR,Traditional aid,,commitment,2011-04-26T17:07:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,,,,,24,2003,single,,,153,Myanmar,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18082,295724,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian aid in favour of children affected by armed conflict,,,2003-12-24T00:00:00Z,Standard,Humanitarian aid,TRUE,249000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,10,Protection,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,210,Sri Lanka,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18083,2019002,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,"Humanitarian aid for displaced people and ethnic minorities in Laos, affected by or risking forced resettlement",,,2003-12-24T00:00:00Z,Standard,Humanitarian aid,TRUE,1700000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4319,NGOs (details not yet provided),single,NGO,24,2003,single,,,122,Lao People's Democratic Republic,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18084,244656,2003,,financial,2004-01-19T00:00:00Z,2003-12-16T00:00:00Z,2003-12-16T00:00:00Z,Aid for refugees and asylum seekers in Ecuador affected by the internal conflict in Colombia,,,2003-12-23T00:00:00Z,Standard,Humanitarian aid,TRUE,206000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,65,Ecuador,single,,,,,,,,,,,,,,,,,,,,,,,,,,
18085,2375297,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian aid,,,2004-01-12T00:00:00Z,Standard,Humanitarian aid,TRUE,2000000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4319,NGOs (details not yet provided),single,NGO,24,2003,single,,,248,Yemen,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18086,593824,2003,,financial,2004-01-19T00:00:00Z,2003-12-15T00:00:00Z,2003-12-15T00:00:00Z,Aid in favour of cholera epidemic,,0.842,2004-01-12T00:00:00Z,Standard,Humanitarian aid,TRUE,500000,EUR,Traditional aid,,pledge,2005-06-30T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,7,Health,single,,8418; 8417,NGOs; UN Agencies,shared; shared,NGO; UN agency,24,2003,single,,,137,Mali,single,,,National; NULL,,,,,,,,,,,,,,,,,,,,,,,
18087,4750594,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian aid in favour of the people of Andean Community to ensure,,0.84,2004-01-12T00:00:00Z,Standard,Humanitarian aid,TRUE,4000000,EUR,Traditional aid,,pledge,2005-06-30T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,8418; 8417,NGOs; UN Agencies,shared; shared,NGO; UN agency,24,2003,single,,,,,,,,National; NULL,,,,,,,,,,,,,,,,,,,,,,,
18088,11876485,2003,,financial,2004-01-19T00:00:00Z,2003-12-15T00:00:00Z,2003-12-15T00:00:00Z,Support to humanitarian aid operations providing protection to victims of armed conflicty,,,2003-12-17T00:00:00Z,Standard,Humanitarian aid,TRUE,10000000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,10,Protection,single,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,,,,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18089,617577,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Humanitarian aid,,,2003-12-24T00:00:00Z,Standard,Humanitarian aid|Central America 2003,TRUE,520000,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,7,Health,single,,8516,Accion Contra el Hambre - Spain,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
18090,2969121,2003,,financial,2004-01-19T00:00:00Z,2003-12-23T00:00:00Z,2003-12-23T00:00:00Z,Multi-sectoral assistance,,0.842,2004-01-06T00:00:00Z,Standard,Humanitarian aid|South Asia 2003,TRUE,2500000,EUR,Traditional aid,,commitment,2011-04-26T17:07:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,,,,,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18092,351617,2003,,financial,2004-01-19T00:00:00Z,2003-05-27T00:00:00Z,2003-05-27T00:00:00Z,Improve general health of local population,,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,320323,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,15,Protection - Mine Action,single,,2904,Médecins Sans Frontières,single,NGO,24,2003,single,,,37,Burundi,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
18093,443214,2003,,financial,2004-01-19T00:00:00Z,2003-05-26T00:00:00Z,2003-05-26T00:00:00Z,"Humanitarian aid to refugees, IDPs and civil society",,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,403768,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2054,Danish Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,7,Angola,single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18094,443214,2003,,financial,2004-01-19T00:00:00Z,2003-05-26T00:00:00Z,2003-05-26T00:00:00Z,"Humanitarian aid to refugees, IDPs and civil society",,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,403768,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2054,Danish Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,52,"Congo, The Democratic Republic of the",single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18095,147738,2003,,financial,2004-01-19T00:00:00Z,2003-05-26T00:00:00Z,2003-05-26T00:00:00Z,"Humanitarian aid to refugees, IDPs and civil society",,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,134589,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2054,Danish Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,,,,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18096,738690,2003,,financial,2004-01-19T00:00:00Z,2003-05-26T00:00:00Z,2003-05-26T00:00:00Z,"Humanitarian aid to refugees, IDPs and civil society",,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,672947,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2054,Danish Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18097,738690,2003,,financial,2004-01-19T00:00:00Z,2003-05-26T00:00:00Z,2003-05-26T00:00:00Z,"Humanitarian aid to refugees, IDPs and civil society",,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,672947,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2054,Danish Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,171,occupied Palestinian territory,single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
18098,590953,2003,,financial,2004-01-19T00:00:00Z,2003-05-26T00:00:00Z,2003-05-26T00:00:00Z,"Humanitarian aid to refugees, IDPs and civil society",,,2004-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,538358,EUR,Traditional aid,,commitment,2004-01-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2054,Danish Red Cross,single,Red Cross/Red Crescent,24,2003,single,,,212,Sudan,single,,,International Society,,,,,,,,,,,,,,,,,,,,,,,
